product_id,product,subcategory,category,retail_price
2906,Sally Hansen Insta-Dri Sand Storm Neutral Beige,Nail care products,Body care,8.0
2907,Sally Hansen Insta-Dri Slick Slate Cool Gray,vitamins and supplements,Body care,4.0
2908,Sally Hansen Miracle Gel Birthday Suit Nude Beige,"bath oils, bubbles and soaks",Body care,6.0
2909,Sally Hansen Miracle Gel Creme de la Creme Pale Pink,Body soaps and washes,Body care,9.0
2910,Sally Hansen Miracle Gel Game of Chromes Gold Metallic,Nail care products,Body care,3.0
2911,Sally Hansen Miracle Gel Malibu Peach Bright Coral,"bath oils, bubbles and soaks",Body care,3.0
2912,Sally Hansen Miracle Gel Pinky Promise Light Pink,"bath oils, bubbles and soaks",Body care,8.0
2913,Sally Hansen Miracle Gel Red Eye Bright Red,face masks and exfoliators,Body care,6.0
2914,Sally Hansen Miracle Gel Street Flair Dusty Lavender,"bath oils, bubbles and soaks",Body care,3.0
2915,Sally Hansen Miracle Gel Terra-Coppa Copper Shimmer,Nail care products,Body care,11.0
2916,Sanctuary Spa Classic Bath Soak,face moisturizing products,Face care,5.0
2917,Sanctuary Spa De-Stress Bath Soak,"bath oils, bubbles and soaks",Body care,18.0
2918,Sanctuary Spa Wet Skin Moisture Miracle,"bath oils, bubbles and soaks",Body care,4.0
2919,Sanctuary Spa White Lily & Damask Rose Bath Soak,body moisturizers,Body care,6.0
2920,Sapphire Blossom Necklace,hand creams,Body care,60.0
2921,Sapphire Crown Bracelet,vitamins and supplements,Body care,60.0
2922,Sapphire Crown Ring,face masks and exfoliators,Body care,50.0
2923,Sapphire Echo Bracelet,body moisturizers,Body care,149.0
2924,Sapphire Enchantment Necklace,body moisturizers,Body care,131.0
2925,Sapphire Glimmer Ring,Body soaps and washes,Body care,138.0
2926,Sapphire Horizon Earrings,body moisturizers,Body care,196.0
2927,Sapphire Horizon Ring,Nail care products,Body care,173.0
2928,Sapphire Ivy Anklet,face masks and exfoliators,Body care,69.0
2929,Sapphire Ivy Pendant,body moisturizers,Body care,92.0
2930,Sapphire Radiance Pendant,body moisturizers,Body care,171.0
2931,Sapphire Serenity Pendant,Nail care products,Body care,84.0
2932,Sapphire Solstice Pendant,face moisturizing products,Face care,138.0
2933,Sapphire Starburst Ring,"bath oils, bubbles and soaks",Body care,76.0
2934,Sapphire Twilight Earrings,face masks and exfoliators,Body care,114.0
2935,Sapphire Wave Bracelet,hair colors and toners,Hair care,74.0
2936,Schwarzkopf Color Expert - Cool Medium Brown,body moisturizers,Body care,9.0
2937,Schwarzkopf Color Expert - Dark Auburn,Nail care products,Body care,8.0
2938,Schwarzkopf Color Expert - Golden Honey Blonde,body moisturizers,Body care,15.0
2939,Schwarzkopf Color Expert - Light Ash Blonde,vitamins and supplements,Body care,12.0
2940,Schwarzkopf Color Expert - Light Ash Brown,hand creams,Body care,19.0
2941,Schwarzkopf Color Expert - Light Caramel Brown,"bath oils, bubbles and soaks",Body care,18.0
2942,Schwarzkopf Color Expert - Medium Golden Brown,face masks and exfoliators,Body care,13.0
2943,Schwarzkopf Color Expert - Medium Mahogany Red,hair colors and toners,Hair care,18.0
2944,Schwarzkopf Color Expert - Soft Black,Nail care products,Body care,9.0
2945,Schwarzkopf Color Expert - Warm Cinnamon Brown,hand creams,Body care,10.0
2946,Schwarzkopf Got2b Metallics - Dark Amethyst,hand creams,Body care,15.0
2947,Schwarzkopf Got2b Metallics - Dusty Silver,vitamins and supplements,Body care,14.0
2948,Schwarzkopf Got2b Metallics - Frosted Platinum,"bath oils, bubbles and soaks",Body care,10.0
2949,Schwarzkopf Got2b Metallics - Golden Rose,"bath oils, bubbles and soaks",Body care,9.0
2950,Schwarzkopf Got2b Metallics - Purple Sapphire,body moisturizers,Body care,8.0
2951,Schwarzkopf Got2b Metallics - Rose Gold,hand creams,Body care,14.0
2952,Schwarzkopf Got2b Metallics - Smokey Silver,"bath oils, bubbles and soaks",Body care,12.0
2953,Schwarzkopf Got2b Metallics - Smoky Steel,"bath oils, bubbles and soaks",Body care,11.0
2954,Schwarzkopf Got2b Metallics - Soft Violet,"bath oils, bubbles and soaks",Body care,13.0
2955,Schwarzkopf Got2b Metallics - Steel Blue,"bath oils, bubbles and soaks",Body care,16.0
2956,Schwarzkopf Keratin Color - Intense Cocoa,vitamins and supplements,Body care,8.0
2957,Schwarzkopf Live Intense Color - Cool Lilac,vitamins and supplements,Body care,14.0
2958,Schwarzkopf Live Intense Color - Cosmic Blue,body moisturizers,Body care,18.0
2959,Schwarzkopf Live Intense Color - Deep Red,Body soaps and washes,Body care,20.0
2960,Schwarzkopf Live Intense Color - Light Rose,"bath oils, bubbles and soaks",Body care,13.0
2961,Schwarzkopf Live Intense Color - Lilac Rose,body moisturizers,Body care,10.0
2962,Schwarzkopf Live Intense Color - Metallic Violet,hand creams,Body care,19.0
2963,Schwarzkopf Live Intense Color - Mystic Violet,"bath oils, bubbles and soaks",Body care,9.0
2964,Schwarzkopf Live Intense Color - Pink Ruby,shampoos and conditioners,Hair care,15.0
2965,Schwarzkopf Live Intense Color - Urban Brown,"bath oils, bubbles and soaks",Body care,18.0
2966,Schwarzkopf Professional Igora Royal - Dark Brown,body moisturizers,Body care,15.0
2967,Schwarzkopf Professional Igora Royal - Light Golden Brown,body moisturizers,Body care,15.0
2968,Schwarzkopf Professional Igora Royal - Medium Ash Brown,Body soaps and washes,Body care,14.0
2969,Schwarzkopf Professional Igora Royal - Medium Cool Blonde,Nail care products,Body care,10.0
2970,Schwarzkopf Professional Igora Royal - Medium Golden Brown,"bath oils, bubbles and soaks",Body care,8.0
2971,Schwarzkopf Professional Igora Vibrance - Golden Blonde,"bath oils, bubbles and soaks",Body care,19.0
2972,Schwarzkopf Professional Igora Vibrance - Pastel Rose,body moisturizers,Body care,16.0
2973,Schwarzkopf Professional Igora Vibrance - Soft Copper,"bath oils, bubbles and soaks",Body care,11.0
2974,Schwarzkopf Professional Igora Vibrance - Soft Mahogany,"bath oils, bubbles and soaks",Body care,15.0
2975,Schwarzkopf Professional Igora Vibrance - Warm Golden Brown,hand creams,Body care,9.0
2976,Sephora Collection Mud Mask Purifying & Mattifying,hand creams,Body care,18.0
2977,Sephora Collection PRO Airbrush Concealer Brush #57,"bath oils, bubbles and soaks",Body care,7.0
2978,Sephora Collection PRO All Over Powder Brush #61,body moisturizers,Body care,10.0
2979,Sephora Collection PRO Angled Blush Brush #49,"bath oils, bubbles and soaks",Body care,3.0
2980,Sephora Collection PRO Angled Contour Brush #75,Body soaps and washes,Body care,6.0
2981,Sephora Collection PRO Concealer Brush #71,Body soaps and washes,Body care,3.0
2982,Sephora Collection PRO Contour Brush #77,"candles, sprays, diffusers",Home and Accessories,6.0
2983,Sephora Collection PRO Contour Brush #79,face masks and exfoliators,Body care,12.0
2984,Sephora Collection PRO Contour Highlight Brush #80,hand creams,Body care,6.0
2985,Sephora Collection PRO Crease Brush #24,shampoos and conditioners,Hair care,3.0
2986,Sephora Collection PRO Domed Powder Brush #59,shampoos and conditioners,Hair care,6.0
2987,Sephora Collection PRO Domed Stippling Brush #41,face masks and exfoliators,Body care,4.0
2988,Sephora Collection PRO Fan Brush #65,"bath oils, bubbles and soaks",Body care,5.0
2989,Sephora Collection PRO Featherweight Complexion Brush #90,"bath oils, bubbles and soaks",Body care,10.0
2990,Sephora Collection PRO Flawless Airbrush #56,Nail care products,Body care,6.0
2991,Sephora Collection PRO Foundation Brush #56,"bath oils, bubbles and soaks",Body care,2.0
2992,Sephora Collection PRO Full Coverage Airbrush Brush #53,"bath oils, bubbles and soaks",Body care,11.0
2993,Sephora Collection PRO Highlight Brush #98,face masks and exfoliators,Body care,7.0
2994,Sephora Collection PRO Precision Powder Brush #59,"bath oils, bubbles and soaks",Body care,5.0
2995,Sephora Collection PRO Shadow Brush #14,body moisturizers,Body care,5.0
2996,Sephora Collection PRO Small Stippling Brush #42,"bath oils, bubbles and soaks",Body care,11.0
2997,Sephora Collection PRO Tapered Crease Brush #19,"bath oils, bubbles and soaks",Body care,3.0
2998,Sigma Beauty E15 Flat Definer Brush,Body soaps and washes,Body care,6.0
2999,Sigma Beauty E25 Blending Brush,body moisturizers,Body care,10.0
3000,Sigma Beauty E40 Tapered Blending Brush,"bath oils, bubbles and soaks",Body care,12.0
3001,Sigma Beauty E55 Eye Shading Brush,body moisturizers,Body care,11.0
3002,Sigma Beauty E65 Small Angle Brush,"bath oils, bubbles and soaks",Body care,6.0
3003,Sigma Beauty F10 Powder/Blush Brush,body moisturizers,Body care,7.0
3004,Sigma Beauty F15 Duo Fibre Powder/Blush Brush,body moisturizers,Body care,9.0
3005,Sigma Beauty F25 Tapered Face Brush,"bath oils, bubbles and soaks",Body care,5.0
3006,Sigma Beauty F30 Large Powder Brush,Body soaps and washes,Body care,10.0
3007,Sigma Beauty F35 Tapered Highlighter Brush,"bath oils, bubbles and soaks",Body care,2.0
3008,Sigma Beauty F40 Large Angled Contour Brush,Accessories,Home and Accessories,8.0
3009,Sigma Beauty F50 Duo Fibre Brush,"bath oils, bubbles and soaks",Body care,10.0
3010,Sigma Beauty F55 Small Duo Fibre Brush,Body soaps and washes,Body care,11.0
3011,Sigma Beauty F64 Soft Blend Concealer Brush,hair colors and toners,Hair care,11.0
3012,Sigma Beauty F80 Flat Kabuki Brush,"bath oils, bubbles and soaks",Body care,7.0
3013,Sigma Beauty F82 Round Kabuki Brush,body moisturizers,Body care,5.0
3014,Sigma Beauty F84 Angled Kabuki Brush,body moisturizers,Body care,4.0
3015,Sigma Beauty F86 Tapered Kabuki Brush,body moisturizers,Body care,12.0
3016,Sigma Beauty P82 Precision Round Brush,Body soaps and washes,Body care,11.0
3017,Sigma Beauty P88 Precision Flat Angled Brush,"bath oils, bubbles and soaks",Body care,5.0
3018,Silver Aurora Pendant,vitamins and supplements,Body care,50.0
3019,Silver Blaze Bracelet,body moisturizers,Body care,48.0
3020,Silver Blossom Ring,vitamins and supplements,Body care,187.0
3021,Silver Echo Necklace,"bath oils, bubbles and soaks",Body care,131.0
3022,Silver Echo Pendant,face masks and exfoliators,Body care,45.0
3023,Silver Echo Ring,body moisturizers,Body care,99.0
3024,Silver Eclipse Bangle,face moisturizing products,Face care,136.0
3025,Silver Embrace Bracelet,"bath oils, bubbles and soaks",Body care,88.0
3026,Silver Embrace Ring,body moisturizers,Body care,190.0
3027,Silver Enchantment Anklet,"bath oils, bubbles and soaks",Body care,145.0
3028,Silver Feather Earrings,"bath oils, bubbles and soaks",Body care,74.0
3029,Silver Feather Necklace,"bath oils, bubbles and soaks",Body care,182.0
3030,Silver Frost Bracelet,"bath oils, bubbles and soaks",Body care,152.0
3031,Silver Gleam Earrings,"bath oils, bubbles and soaks",Body care,33.0
3032,Silver Gleam Necklace,"bath oils, bubbles and soaks",Body care,193.0
3033,Silver Glimmer Necklace,body moisturizers,Body care,196.0
3034,Silver Harmony Necklace,face masks and exfoliators,Body care,36.0
3035,Silver Horizon Anklet,"bath oils, bubbles and soaks",Body care,117.0
3036,Silver Horizon Bracelet,body moisturizers,Body care,70.0
3037,Silver Horizon Ring,Body soaps and washes,Body care,130.0
3038,Silver Ice Necklace,"bath oils, bubbles and soaks",Body care,131.0
3039,Silver Ice Stud Earrings,hand creams,Body care,70.0
3040,Silver Luna Bracelet,body moisturizers,Body care,91.0
3041,Silver Luna Pendant,face masks and exfoliators,Body care,58.0
3042,Silver Mirage Anklet,Body soaps and washes,Body care,39.0
3043,Silver Mirage Necklace,"bath oils, bubbles and soaks",Body care,93.0
3044,Silver Moon Pendant,"bath oils, bubbles and soaks",Body care,108.0
3045,Silver Radiance Earrings,body moisturizers,Body care,160.0
3046,Silver Radiance Necklace,"bath oils, bubbles and soaks",Body care,52.0
3047,Silver Solstice Bracelet,body moisturizers,Body care,28.0
3048,Silver Solstice Pendant,body moisturizers,Body care,60.0
3049,Silver Spectrum Anklet,"bath oils, bubbles and soaks",Body care,141.0
3050,Silver Spectrum Earrings,shampoos and conditioners,Hair care,138.0
3051,Silver Spectrum Necklace,face masks and exfoliators,Body care,59.0
3052,Silver Tide Bracelet,"bath oils, bubbles and soaks",Body care,27.0
3053,Silver Tides Anklet,face moisturizing products,Face care,198.0
3054,Silver Tides Bracelet,Nail care products,Body care,84.0
3055,Silver Tides Earrings,Nail care products,Body care,155.0
3056,Silver Twilight Anklet,"bath oils, bubbles and soaks",Body care,90.0
3057,Silver Wave Earrings,"bath oils, bubbles and soaks",Body care,62.0
3058,Silver Whisper Bracelet,"bath oils, bubbles and soaks",Body care,79.0
3059,Silver Whisper Earrings,"bath oils, bubbles and soaks",Body care,200.0
3060,Silver Whisper Necklace,"bath oils, bubbles and soaks",Body care,143.0
3061,Silver Whisper Ring,Accessories,Home and Accessories,182.0
3062,SmartyPants B-Complex,face masks and exfoliators,Body care,35.0
3063,SmartyPants Calcium Gummies,body moisturizers,Body care,20.0
3064,SmartyPants CoQ10,body moisturizers,Body care,40.0
3065,SmartyPants Collagen Peptides,hand creams,Body care,49.0
3066,SmartyPants Gold Standard Whey,"bath oils, bubbles and soaks",Body care,30.0
3067,SmartyPants Melatonin,Body soaps and washes,Body care,36.0
3068,SmartyPants Omega-3 Fish Oil,Body soaps and washes,Body care,35.0
3069,SmartyPants Prenatal Multivitamin,"bath oils, bubbles and soaks",Body care,35.0
3070,SmartyPants Probiotics,"bath oils, bubbles and soaks",Body care,50.0
3071,SmartyPants Vitamin C,vitamins and supplements,Body care,35.0
3072,SmartyPants Vitamin D3,body moisturizers,Body care,21.0
3073,SmartyPants Zinc Tablets,body moisturizers,Body care,45.0
3074,Smashbox Always On Liquid Lip Bang Bang,"bath oils, bubbles and soaks",Body care,18.0
3075,Smashbox Always On Liquid Lip Bawse,Nail care products,Body care,10.0
3076,Smashbox Always On Liquid Lip Girl Gang,body moisturizers,Body care,15.0
3077,Smashbox Always On Liquid Lip Out Loud,vitamins and supplements,Body care,18.0
3078,Smashbox Always On Liquid Lip Stepping Out,body moisturizers,Body care,20.0
3079,Smashbox Backstage Foundation,face masks and exfoliators,Body care,26.0
3080,Smashbox Be Legendary Lipstick Audition,"bath oils, bubbles and soaks",Body care,20.0
3081,Smashbox Be Legendary Lipstick Fireball,"bath oils, bubbles and soaks",Body care,13.0
3082,Smashbox Be Legendary Lipstick Primrose,shampoos and conditioners,Hair care,16.0
3083,Smashbox Be Legendary Lipstick Screen Queen,Nail care products,Body care,17.0
3084,Smashbox Be Legendary Lipstick Witchy,"bath oils, bubbles and soaks",Body care,14.0
3085,Smashbox Double Wear Foundation,"bath oils, bubbles and soaks",Body care,27.0
3086,Smashbox Even Better Makeup,body moisturizers,Body care,30.0
3087,Smashbox Flawless Fusion Ultra-Longwear Foundation,face masks and exfoliators,Body care,35.0
3088,Smashbox Luminous Silk Foundation,body moisturizers,Body care,15.0
3089,Smashbox Radiant Creamy Concealer,"bath oils, bubbles and soaks",Body care,35.0
3090,Smashbox Studio Skin 24 Hour Foundation,"bath oils, bubbles and soaks",Body care,15.0
3091,Smashbox Teint Idole Ultra Wear Foundation,"bath oils, bubbles and soaks",Body care,32.0
3092,Smashbox True Match Foundation,"bath oils, bubbles and soaks",Body care,24.0
3093,Soap & Glory Call of Fruity Hand Cream,body moisturizers,Body care,23.0
3094,Soap & Glory Endless Glove Hand Cream,hair colors and toners,Hair care,24.0
3095,Soap & Glory Endless Glove Moisturizing Hand Cream,"bath oils, bubbles and soaks",Body care,32.0
3096,Soap & Glory Hand Food,face masks and exfoliators,Body care,10.0
3097,Soap & Glory Hand Food Hydrating Hand Cream,"bath oils, bubbles and soaks",Body care,35.0
3098,Soap & Glory Hand Food Hydrating Hand Cream with Shea Butter,"bath oils, bubbles and soaks",Body care,20.0
3099,Soap & Glory Hand Food Sugar Crush,body moisturizers,Body care,35.0
3100,Soap & Glory Hand Maid Antibacterial Gel,"bath oils, bubbles and soaks",Body care,20.0
3101,Soaper Duper Rich & Creamy Shea Butter Bath Soak,"bath oils, bubbles and soaks",Body care,17.0
3102,Soaper Duper Zesty Lemon Bath Soak,"bath oils, bubbles and soaks",Body care,6.0
3103,Softsoap Acai Berry & Tropical Water Body Wash,face moisturizing products,Face care,9.0
3104,Softsoap Black Orchid & Velvet Hibiscus Body Wash,Body soaps and washes,Body care,14.0
3105,Softsoap Citrus Splash & Berry Fusion Body Wash,shampoos and conditioners,Hair care,5.0
3106,Softsoap Coconut Butter Scrub Body Wash,"bath oils, bubbles and soaks",Body care,3.0
3107,Softsoap Honeysuckle & Orange Peel Body Wash,"bath oils, bubbles and soaks",Body care,3.0
3108,Softsoap Luminous Oils Body Wash,Body soaps and washes,Body care,9.0
3109,Softsoap Luminous Oils Macadamia Oil & Peony Body Wash,"bath oils, bubbles and soaks",Body care,12.0
3110,Softsoap Pomegranate & Mango Body Wash,body moisturizers,Body care,13.0
3111,Softsoap Shea & Almond Oil Body Wash,face masks and exfoliators,Body care,13.0
3112,Softsoap Sweet Honeysuckle & Orange Peel Body Wash,Body soaps and washes,Body care,11.0
3113,Solgar B-Complex,shampoos and conditioners,Hair care,38.0
3114,Solgar CoQ10,"bath oils, bubbles and soaks",Body care,24.0
3115,Solgar Elderberry Gummies,"bath oils, bubbles and soaks",Body care,31.0
3116,Solgar Gold Standard Whey,body moisturizers,Body care,34.0
3117,Solgar Magnesium Citrate,"candles, sprays, diffusers",Home and Accessories,47.0
3118,Solgar Prenatal Multivitamin,"bath oils, bubbles and soaks",Body care,45.0
3119,Solgar Probiotics,"bath oils, bubbles and soaks",Body care,28.0
3120,Solgar Turmeric Curcumin,vitamins and supplements,Body care,22.0
3121,Solgar Vitamin C,"bath oils, bubbles and soaks",Body care,48.0
3122,Solgar Zinc Tablets,"bath oils, bubbles and soaks",Body care,28.0
3123,Sterling Blaze Earrings,Nail care products,Body care,145.0
3124,Sterling Blaze Ring,"bath oils, bubbles and soaks",Body care,52.0
3125,Sterling Blossom Necklace,"bath oils, bubbles and soaks",Body care,55.0
3126,Sterling Crescent Bracelet,body moisturizers,Body care,56.0
3127,Sterling Crown Anklet,"bath oils, bubbles and soaks",Body care,183.0
3128,Sterling Crown Earrings,body moisturizers,Body care,183.0
3129,Sterling Crown Necklace,body moisturizers,Body care,118.0
3130,Sterling Crown Pendant,body moisturizers,Body care,30.0
3131,Sterling Echo Earrings,"bath oils, bubbles and soaks",Body care,148.0
3132,Sterling Elegance Bracelet,body moisturizers,Body care,152.0
3133,Sterling Feather Earrings,"bath oils, bubbles and soaks",Body care,31.0
3134,Sterling Feather Pendant,Nail care products,Body care,96.0
3135,Sterling Feather Ring,"bath oils, bubbles and soaks",Body care,101.0
3136,Sterling Frost Anklet,Body soaps and washes,Body care,192.0
3137,Sterling Frost Earrings,"bath oils, bubbles and soaks",Body care,170.0
3138,Sterling Frost Ring,"bath oils, bubbles and soaks",Body care,194.0
3139,Sterling Gleam Ring,body moisturizers,Body care,149.0
3140,Sterling Glow Earrings,body moisturizers,Body care,104.0
3141,Sterling Halo Pendant,"bath oils, bubbles and soaks",Body care,148.0
3142,Sterling Horizon Necklace,"bath oils, bubbles and soaks",Body care,117.0
3143,Sterling Horizon Ring,body moisturizers,Body care,44.0
3144,Sterling Ivy Bracelet,"bath oils, bubbles and soaks",Body care,84.0
3145,Sterling Ivy Earrings,"bath oils, bubbles and soaks",Body care,72.0
3146,Sterling Ivy Necklace,"bath oils, bubbles and soaks",Body care,106.0
3147,Sterling Luna Bracelet,hand creams,Body care,20.0
3148,Sterling Mirage Earrings,body moisturizers,Body care,70.0
3149,Sterling Mirage Pendant,Nail care products,Body care,96.0
3150,Sterling Petal Necklace,body moisturizers,Body care,128.0
3151,Sterling Radiance Ring,hand creams,Body care,94.0
3152,Sterling Solstice Anklet,"bath oils, bubbles and soaks",Body care,172.0
3153,Sterling Solstice Pendant,"bath oils, bubbles and soaks",Body care,135.0
3154,Sterling Starburst Earrings,body moisturizers,Body care,36.0
3155,Sterling Starburst Ring,Body soaps and washes,Body care,15.0
3156,Sterling Tide Earrings,body moisturizers,Body care,33.0
3157,Sterling Veil Anklet,body moisturizers,Body care,164.0
3158,Sterling Veil Ring,"bath oils, bubbles and soaks",Body care,129.0
3159,Sterling Vine Anklet,body moisturizers,Body care,124.0
3160,Sterling Wave Earrings,"bath oils, bubbles and soaks",Body care,180.0
3161,Sterling Wave Pendant,body moisturizers,Body care,158.0
3162,Sterling Wave Ring,"bath oils, bubbles and soaks",Body care,18.0
3163,Sterling Whisper Anklet,Nail care products,Body care,129.0
3164,Sterling Whisper Bracelet,"bath oils, bubbles and soaks",Body care,167.0
3165,Stila Eyeshadow Bubbly Pale Gold,body moisturizers,Body care,19.0
3166,Stila Eyeshadow Cloud Lavender with Gold Shimmer,face masks and exfoliators,Body care,7.0
3167,Stila Eyeshadow Diamond Dust Sparkling Silver,hand creams,Body care,16.0
3168,Stila Eyeshadow Golden Topaz Warm Brown with Gold Shimmer,"bath oils, bubbles and soaks",Body care,13.0
3169,Stila Eyeshadow Jezebel Rose Gold Shimmer,hand creams,Body care,6.0
3170,Stila Eyeshadow Kitten Soft Shimmering Nude,"bath oils, bubbles and soaks",Body care,8.0
3171,Stila Eyeshadow La Douce Olive Green with Gold Shimmer,"bath oils, bubbles and soaks",Body care,7.0
3172,Stila Eyeshadow Moonlight Soft Silver Shimmer,Body soaps and washes,Body care,14.0
3173,Stila Eyeshadow Oasis Golden Bronze,"bath oils, bubbles and soaks",Body care,13.0
3174,Stila Eyeshadow Pewter Shimmering Charcoal,hand creams,Body care,12.0
3175,Stila Eyeshadow Pigalle Deep Burgundy,"bath oils, bubbles and soaks",Body care,10.0
3176,Stila Eyeshadow Sunset Shimmering Copper,Accessories,Home and Accessories,6.0
3177,Stila Smudge Stick Waterproof Eye Liner Bluefin Teal Shimmer,Nail care products,Body care,13.0
3178,Stila Smudge Stick Waterproof Eye Liner Damsel Matte Brown,face moisturizing products,Face care,20.0
3179,Stila Smudge Stick Waterproof Eye Liner Jade Green,Nail care products,Body care,8.0
3180,Stila Smudge Stick Waterproof Eye Liner Lionfish Bronze,"bath oils, bubbles and soaks",Body care,13.0
3181,Stila Smudge Stick Waterproof Eye Liner Sienna Deep Brown,Body soaps and washes,Body care,13.0
3182,Stila Smudge Stick Waterproof Eye Liner Stingray Jet Black,vitamins and supplements,Body care,7.0
3183,Stila Stay All Day Waterproof Liquid Eye Liner Amber,"bath oils, bubbles and soaks",Body care,18.0
3184,Stila Stay All Day Waterproof Liquid Eye Liner Dark Brown,face masks and exfoliators,Body care,20.0
3185,Stila Stay All Day Waterproof Liquid Eye Liner Intense Black,Body soaps and washes,Body care,8.0
3186,Stila Stay All Day Waterproof Liquid Eye Liner Midnight Navy,Nail care products,Body care,8.0
3187,Stila Stay All Day Waterproof Liquid Eye Liner Snow White,body moisturizers,Body care,12.0
3188,Stila Stay All Day Waterproof Liquid Eye Liner White Snow,vitamins and supplements,Body care,9.0
3189,Summer Fridays Jet Lag Mask,"bath oils, bubbles and soaks",Body care,19.0
3190,Susanne Kaufmann Detox Oil Bath,body moisturizers,Body care,18.0
3191,Susanne Kaufmann Oil Bath for the Senses,body moisturizers,Body care,10.0
3192,TRESemmé 24 Hour Body Conditioner,Nail care products,Body care,12.0
3193,TRESemmé 24 Hour Body Shampoo,"bath oils, bubbles and soaks",Body care,8.0
3194,TRESemmé Botanique Color Vibrance & Shine Conditioner,body moisturizers,Body care,10.0
3195,TRESemmé Botanique Color Vibrance & Shine Shampoo,"bath oils, bubbles and soaks",Body care,39.0
3196,TRESemmé Botanique Nourish & Replenish Cleansing Conditioner,body moisturizers,Body care,21.0
3197,TRESemmé Botanique Nourish & Replenish Conditioner,"bath oils, bubbles and soaks",Body care,24.0
3198,TRESemmé Botanique Nourish & Replenish Shampoo,"bath oils, bubbles and soaks",Body care,40.0
3199,TRESemmé Botanique Restore & Shine Conditioner,hand creams,Body care,4.0
3200,TRESemmé Botanique Restore & Shine Shampoo,"bath oils, bubbles and soaks",Body care,31.0
3201,TRESemmé Color Revitalize Conditioner,"bath oils, bubbles and soaks",Body care,34.0
3202,TRESemmé Color Revitalize Shampoo,"bath oils, bubbles and soaks",Body care,6.0
3203,TRESemmé Flawless Curls Conditioner,"bath oils, bubbles and soaks",Body care,11.0
3204,TRESemmé Flawless Curls Shampoo,face masks and exfoliators,Body care,8.0
3205,TRESemmé Keratin Smooth Conditioner,body moisturizers,Body care,38.0
3206,TRESemmé Keratin Smooth Shampoo,hand creams,Body care,12.0
3207,TRESemmé Luxurious Moisture Conditioner,"bath oils, bubbles and soaks",Body care,5.0
3208,TRESemmé Luxurious Moisture Shampoo,"bath oils, bubbles and soaks",Body care,30.0
3209,TRESemmé Moisture Rich Conditioner,"bath oils, bubbles and soaks",Body care,7.0
3210,TRESemmé Moisture Rich Shampoo,"bath oils, bubbles and soaks",Body care,33.0
3211,TRESemmé Smooth & Silky Conditioner,Nail care products,Body care,14.0
3212,TRESemmé Smooth & Silky Shampoo,"bath oils, bubbles and soaks",Body care,38.0
3213,Tarte Airbrush Finish Bamboo Foundation Brush,"bath oils, bubbles and soaks",Body care,8.0
3214,Tarte Airbrush Finish Foundation Brush,face masks and exfoliators,Body care,8.0
3215,Tarte Airbuki Bamboo Powder Foundation Brush,"bath oils, bubbles and soaks",Body care,5.0
3216,Tarte Bamboo Foundation Brush,Nail care products,Body care,10.0
3217,Tarte Bronze & Glow Contour Brush,Nail care products,Body care,2.0
3218,Tarte Double Duty Beauty Complexion Brush,Body soaps and washes,Body care,6.0
3219,Tarte Double Duty Beauty Powder Brush,"bath oils, bubbles and soaks",Body care,9.0
3220,Tarte Double-Ended Complexion Brush,face masks and exfoliators,Body care,7.0
3221,Tarte Double-Ended Foundation Brush,"bath oils, bubbles and soaks",Body care,9.0
3222,Tarte Glowlight Double-Ended Luminizing Wand Brush,body moisturizers,Body care,3.0
3223,Tarte Magic Wands Brush Set,"bath oils, bubbles and soaks",Body care,6.0
3224,Tarte Paddled Foundation Brush,"bath oils, bubbles and soaks",Body care,12.0
3225,Tarte Powder Player Bamboo Pressed Powder Brush,"bath oils, bubbles and soaks",Body care,8.0
3226,Tarte Slenderizer Bamboo Contour Brush,hand creams,Body care,11.0
3227,Tarte Smooth Operator Amazonian Clay Pressed Finishing Powder Brush,face masks and exfoliators,Body care,2.0
3228,Tarte Smoothie Blender Foundation Brush,body moisturizers,Body care,10.0
3229,Tarte Swirl Power Contour & Bronzer Brush,body moisturizers,Body care,6.0
3230,Tarte The Airbuki Bamboo Powder Foundation Brush,vitamins and supplements,Body care,4.0
3231,Tarte The Buffer Airbrush Finish Bamboo Foundation Brush,"bath oils, bubbles and soaks",Body care,7.0
3232,Tarte The Slenderizer Bamboo Contour Brush,Nail care products,Body care,11.0
3233,Tata Harper Fortifying Body Lotion,hand creams,Body care,12.0
3234,Tata Harper Resurfacing Mask,body moisturizers,Body care,12.0
3235,Tata Harper Revitalizing Body Oil,"bath oils, bubbles and soaks",Body care,9.0
3236,Tata Harper Smoothing Body Scrub,"bath oils, bubbles and soaks",Body care,14.0
3237,Tatcha Indigo Soothing Triple Recovery Cream,face masks and exfoliators,Body care,16.0
3238,Tatcha Kissu Lip Mask,Nail care products,Body care,12.0
3239,Tatcha Luminous Deep Hydration Lifting Mask,"bath oils, bubbles and soaks",Body care,8.0
3240,Tatcha Rice Enzyme Powder,"bath oils, bubbles and soaks",Body care,15.0
3241,Tatcha The Deep Cleanse Exfoliating Cleanser,"bath oils, bubbles and soaks",Body care,11.0
3242,Tatcha The Silk Canvas Protective Primer,body moisturizers,Body care,9.0
3243,Tatcha The Water Cream,"bath oils, bubbles and soaks",Body care,13.0
3244,Tatcha Violet-C Radiance Mask,body moisturizers,Body care,10.0
3245,The Body Shop Almond Hand & Nail Cream,vitamins and supplements,Body care,9.0
